City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
356,berlevag,75,NO,1592280214,75,70.86,29.09,41.0,7.7
357,maragogi,53,BR,1592280321,84,-9.01,-35.22,76.51400000000004,6.4
358,matagami,40,CA,1592279849,45,49.75,-77.63,62.6,3.6
359,zimovniki,98,RU,1592280392,43,47.15,42.46,70.07000000000006,6.5
360,omboue,69,GA,1592280234,91,-1.57,9.26,72.71600000000001,3.62
361,shizunai,85,JP,1592280392,89,42.33,142.37,61.754000000000055,7.26
362,skibbereen,75,IE,1592279857,93,51.55,-9.27,55.400000000000006,5.1
363,arlit,0,NE,1592280262,11,18.74,7.39,91.02200000000005,1.84
364,morros,12,BR,1592280393,60,-9.45,-46.3,70.592,1.9
365,shasta lake,63,US,1592280393,46,40.68,-122.37,66.99199999999999,0.89
366,wanxian,76,CN,1592280393,49,30.8,108.39,95.86400000000003,2.36
367,havoysund,75,NO,1592280393,75,71.0,24.66,41.0,7.7
368,marquette,100,US,1592280394,57,46.53,-87.63,62.99600000000005,6.61
369,richards bay,1,ZA,1592280394,74,-28.78,32.04,55.13000000000004,3.68
370,ziarat,0,PK,1592280394,17,30.38,67.73,74.22800000000007,2.51
371,karasburg,0,NA,1592280394,53,-28.02,18.75,40.280000000000044,5.26
372,general roca,100,AR,1592280246,80,-39.03,-67.58,33.8,3.1
373,sept-iles,40,CA,1592279980,87,50.2,-66.38,42.8,1.0
374,jacqueville,20,CI,1592280394,100,5.21,-4.41,77.0,1.0
375,roald,90,NO,1592280068,100,62.58,6.13,57.00200000000008,4.6
376,batagay,3,RU,1592280395,28,67.63,134.63,77.72000000000006,7.53
377,chicama,51,PE,1592280254,83,-7.84,-79.15,64.27400000000002,2.05
378,banff,69,CA,1592280395,43,51.18,-115.57,53.00600000000003,5.81
379,ayan,90,RU,1592280090,66,56.45,138.17,50.39600000000005,1.78
380,krasnoselkup,99,RU,1592280103,52,65.7,82.47,59.684,11.16
381,dawlatabad,0,AF,1592280100,9,36.41,64.91,95.77400000000002,0.35
382,hobyo,68,SO,1592280272,68,5.35,48.53,80.16800000000009,10.5
383,hammerfest,99,NO,1592280396,86,70.66,23.68,39.2,8.7
384,kamloops,75,CA,1592280245,45,50.67,-120.32,64.4,3.6
385,saint-leu,5,RE,1592280396,68,-21.15,55.28,68.0,3.6
386,porgera,81,PG,1592280396,100,-5.47,143.2,50.41400000000003,1.72
387,kropotkin,76,RU,1592280396,89,45.44,40.58,66.00200000000008,3.49
388,nouadhibou,13,MR,1592279846,45,20.93,-17.03,84.2,11.3
389,pangai,20,TO,1592280127,61,-19.8,-174.35,77.0,9.3
390,dandong,31,CN,1592280214,38,40.13,124.39,81.96800000000009,3.65
391,ambilobe,99,MG,1592280057,85,-13.2,49.05,69.40400000000005,1.69
392,viedma,100,AR,1592279798,53,-40.81,-63.0,47.912000000000056,4.71
393,laguna,1,US,1592280047,49,38.42,-121.42,75.2,6.7
394,lavrentiya,13,RU,1592279935,55,65.58,-171.0,52.592,2.17
395,shakawe,1,BW,1592280397,75,-18.37,21.85,47.372000000000035,1.51
396,kongsvinger,0,NO,1592280397,67,60.19,12.0,60.8,1.5
397,penzance,100,GB,1592280398,100,50.12,-5.54,59.0,4.1
398,murgab,0,TM,1592280398,26,37.5,61.97,84.2,3.1
399,ahipara,100,NZ,1592280066,78,-35.17,173.17,60.00800000000001,4.2
400,sao bento do sul,96,BR,1592280398,95,-26.25,-49.38,53.00600000000003,2.68
401,ngama,100,TD,1592280398,41,11.78,17.17,84.86600000000001,5.15
402,wajima,75,JP,1592280164,83,37.4,136.9,71.6,5.7
403,fairbanks,75,US,1592280015,77,64.84,-147.72,60.8,5.1
404,enshi,60,CN,1592280399,61,30.3,109.48,87.38600000000008,2.49
405,minab,40,IR,1592280399,75,27.15,57.08,89.6,3.1
406,zwedru,86,LR,1592280399,98,6.07,-8.13,71.924,0.59
407,takoradi,99,GH,1592280399,83,4.88,-1.76,78.35,2.08
408,aborlan,20,PH,1592280399,66,9.44,118.55,89.6,3.1
409,senanga,0,ZM,1592280400,72,-16.12,23.27,50.81000000000009,2.61
410,lagoa,0,PT,1592280063,82,39.05,-27.98,63.75200000000008,6.67
411,davila,20,PH,1592280400,75,18.47,120.58,89.6,4.1
412,barberton,12,ZA,1592280400,61,-25.79,31.05,55.400000000000006,1.5
413,chokurdakh,97,RU,1592280011,30,70.63,147.92,78.72800000000007,3.21
414,benatky nad jizerou,96,CZ,1592280400,87,50.29,14.82,57.00200000000008,1.0
415,kuah,20,MY,1592280400,88,6.33,99.84,80.6,1.0
416,yumen,97,CN,1592280076,16,40.28,97.2,81.87800000000007,3.67
417,iquique,90,CL,1592280401,67,-20.22,-70.14,62.6,1.5
418,rawson,100,AR,1592280215,54,-43.3,-65.1,50.05400000000006,9.07
419,shingu,40,JP,1592280401,54,33.73,135.98,80.6,4.1
420,hutchinson,1,US,1592280401,41,38.06,-97.93,80.00600000000003,4.6
421,kasongo-lunda,21,CD,1592280401,54,-6.47,16.82,64.34600000000006,1.23
422,baykit,24,RU,1592280401,43,61.67,96.37,57.92000000000006,4.48
423,marzuq,100,YE,1592279842,25,14.4,46.47,86.19800000000004,1.06
424,san cristobal,99,VE,1592279812,79,7.77,-72.22,67.65800000000002,1.31
425,la ronge,75,CA,1592279808,82,55.1,-105.28,55.400000000000006,5.7
426,kananga,6,CD,1592280402,47,-5.9,22.42,62.63600000000007,2.04
427,sondrio,75,IT,1592280402,100,46.17,9.87,62.99600000000005,2.72
428,svetlaya,100,RU,1592279822,85,46.54,138.33,49.91000000000008,6.49
429,port keats,0,AU,1592280149,31,-14.25,129.55,89.88800000000005,5.65
430,mackenzie,90,CA,1592280403,62,55.3,-123.17,59.0,1.0
431,cabedelo,33,BR,1592279807,87,-6.98,-34.83,76.64000000000001,5.66
432,champerico,99,GT,1592280403,88,14.3,-91.92,78.09800000000003,5.21
433,honningsvag,75,NO,1592280403,75,70.98,25.97,41.0,7.7
434,yerbogachen,81,RU,1592280225,39,61.28,108.01,63.806000000000026,3.16
435,quelimane,40,MZ,1592279835,93,-17.88,36.89,64.4,1.0
436,kautokeino,88,NO,1592280403,60,69.01,23.04,44.54600000000005,1.02
437,santa isabel do rio negro,100,BR,1592280122,96,-0.41,-65.02,73.22000000000006,0.39
438,pierre,1,US,1592279987,73,44.37,-100.35,73.99400000000009,2.6
439,nara,20,JP,1592279666,42,34.69,135.8,86.0,4.6
440,guarapari,90,BR,1592280404,94,-20.67,-40.5,69.80000000000001,1.5
441,luderitz,0,NA,1592280010,25,-26.65,15.16,65.10200000000009,11.57
442,setaka,40,JP,1592280404,74,33.15,130.47,86.0,4.1
443,pihuamo,96,MX,1592280404,81,19.25,-103.38,73.25600000000003,1.22
444,yenagoa,95,NG,1592280405,95,4.92,6.26,75.03800000000004,1.08
445,farah,0,AF,1592279986,9,32.5,62.5,94.92800000000007,1.29
446,torbay,90,CA,1592280033,100,47.67,-52.73,50.0,2.1
447,kupang,40,ID,1592279866,49,-10.17,123.58,91.4,9.3
448,helong,24,CN,1592280405,44,42.54,129.0,74.53399999999999,3.57
449,zaraza,100,VE,1592279847,95,9.35,-65.32,74.24600000000005,0.55
450,acapulco,81,MX,1592280405,77,16.86,-99.89,81.59000000000003,3.38
451,liverpool,67,GB,1592280243,100,53.41,-2.98,59.0,1.5
452,saint-francois,75,FR,1592280218,87,46.42,3.91,55.004000000000055,1.24
453,ibanda,20,TZ,1592280406,82,-2.8,32.47,60.8,2.6
454,iskateley,56,RU,1592280406,61,67.68,53.15,45.23000000000004,5.94
455,seoul,40,KR,1592279913,51,37.57,126.98,82.4,2.1
456,wakkanai,40,JP,1592280406,72,45.41,141.67,64.4,6.2
457,jiuquan,100,CN,1592280107,21,39.74,98.52,79.77200000000005,2.87
458,poole,10,GB,1592280407,93,50.72,-2.0,55.004000000000055,1.41
459,fort nelson,90,CA,1592280234,93,58.81,-122.7,48.2,3.6
460,yining,77,CN,1592280269,50,29.04,114.56,93.48800000000006,3.85
461,kharan,0,PK,1592280407,8,28.58,65.42,98.31200000000005,1.07
462,xicotencatl,6,MX,1592280407,77,23.02,-98.88,82.00400000000005,2.68
463,dutlwe,0,BW,1592280403,66,-23.98,23.9,40.98200000000001,2.57
464,corinto,0,GR,1592280408,52,37.94,22.96,69.00800000000001,4.16
465,okhotsk,0,RU,1592280408,53,59.38,143.3,58.424000000000014,5.33
466,ewo,41,CG,1592280408,81,-0.87,14.82,74.60600000000002,1.57
467,kieta,41,PG,1592280408,69,-6.22,155.63,84.7760000000001,2.36
468,salym,43,RU,1592280408,53,60.06,71.48,66.308,3.89
469,nelson bay,0,AU,1592279838,52,-32.72,152.15,66.99199999999999,6.2
470,port blair,100,IN,1592280408,78,11.67,92.75,85.19000000000003,7.79
471,nome,1,US,1592280064,51,64.5,-165.41,66.00200000000008,3.6
472,gravdal,68,NO,1592280252,71,68.12,13.5,46.85,3.91
473,muroto,20,JP,1592280409,65,33.28,134.15,78.80000000000001,3.6
474,oranjemund,27,NA,1592279816,28,-28.55,16.43,62.096000000000046,12.33
475,sosnovo-ozerskoye,0,RU,1592280409,28,52.52,111.54,82.32800000000006,1.28
476,dongsheng,86,CN,1592280409,22,39.82,109.98,78.33200000000002,4.26
477,nohar,0,IN,1592280409,9,29.18,74.77,107.15,5.21
478,ulagan,76,RU,1592280410,46,50.63,87.96,67.6760000000001,0.5
479,ifakara,59,TZ,1592280410,80,-8.13,36.68,63.03200000000002,0.7
480,linxia,100,CN,1592280410,84,35.6,103.21,55.958000000000006,2.0
481,raga,55,SS,1592280031,86,8.46,25.68,70.05200000000008,1.82
482,ambovombe,0,MG,1592280410,80,-25.17,46.08,62.18600000000007,2.35
483,benjamin hill,0,MX,1592280411,39,30.17,-111.1,82.99400000000009,2.81
484,moindou,20,NC,1592280411,44,-21.69,165.68,80.6,4.1
485,lebrija,100,ES,1592280411,87,36.92,-6.08,66.2,3.14
486,colares,4,PT,1592280057,87,38.8,-9.45,62.99600000000005,1.34
487,buala,100,SB,1592279852,70,-8.14,159.59,84.65,3.37
488,vila,75,PT,1592279779,100,42.03,-8.16,60.00800000000001,2.1
489,tromso,75,NO,1592280412,70,69.65,18.96,42.8,3.6
490,maicao,100,CO,1592280412,82,11.38,-72.24,80.34800000000003,5.01
491,sampit,11,ID,1592280235,64,-2.53,112.95,87.98000000000005,2.32
492,prince rupert,90,CA,1592280412,67,54.32,-130.32,57.2,3.6
493,shu,0,KZ,1592280412,19,43.6,73.76,88.12400000000002,2.82
494,banjarmasin,97,ID,1592279617,74,-3.32,114.59,82.36400000000003,1.97
495,qui nhon,100,VN,1592280252,67,13.77,109.23,84.99199999999999,0.19
496,bilma,0,NE,1592279841,14,18.69,12.92,89.38399999999999,8.42
497,serebryansk,75,KZ,1592280413,55,49.69,83.29,64.4,3.0
498,serchhip,75,IN,1592280413,70,23.3,92.83,84.2,4.6
499,pindamonhangaba,20,BR,1592280413,88,-22.92,-45.46,62.6,2.1
500,garut,7,ID,1592280413,56,-7.2,107.89,84.39800000000002,1.7
501,grand gaube,88,MU,1592279582,75,-20.01,57.66,71.00600000000003,4.02
502,wahiawa,90,US,1592280137,61,21.5,-158.02,82.4,5.7
503,batemans bay,2,AU,1592280324,59,-35.72,150.18,68.0,1.79
504,haverfordwest,21,GB,1592280414,100,51.8,-4.97,57.00200000000008,1.5
505,chaozhou,40,CN,1592280414,62,23.67,116.64,89.6,2.0
506,tupik,1,RU,1592280414,51,54.43,119.93,72.87800000000007,3.21
507,moba,100,CN,1592280414,96,33.23,105.02,59.45,2.29
508,novikovo,47,RU,1592279853,74,51.15,37.89,62.83399999999999,4.88
509,stornoway,92,GB,1592280123,93,58.21,-6.39,55.99400000000007,1.0
510,hami,0,CN,1592279864,13,42.8,93.45,88.23200000000003,0.71
511,araouane,6,ML,1592280415,10,18.9,-3.53,95.43200000000002,5.87
512,shubarshi,0,KZ,1592280415,35,48.59,57.19,70.142,3.94
513,isangel,20,VU,1592279868,58,-19.55,169.27,82.4,5.1
514,atambua,97,ID,1592279832,59,-9.11,124.89,83.2100000000001,1.98
515,darnah,0,LY,1592280415,77,32.77,22.64,71.40200000000007,6.17
516,yangcun,86,CN,1592280416,21,39.36,117.06,95.0,2.0
517,natal,40,BR,1592279822,94,-5.79,-35.21,77.0,2.6
518,lundazi,0,ZM,1592280416,83,-12.29,33.18,53.366000000000014,4.44
519,eurajoki,5,FI,1592280416,52,61.2,21.73,64.4,1.5
520,gerash,0,IR,1592280267,19,27.67,54.14,80.6,2.1
521,tommot,0,RU,1592280417,34,58.96,126.29,71.94200000000001,2.19
522,north bend,75,US,1592280273,82,43.41,-124.22,57.2,3.1
523,cururupu,62,BR,1592279852,96,-1.83,-44.87,74.75,1.31
524,umm lajj,0,SA,1592280415,52,25.02,37.27,81.77000000000007,4.76
525,itajuipe,34,BR,1592280417,96,-14.68,-39.38,66.92000000000007,1.17
526,mubi,1,NG,1592280417,78,10.27,13.26,73.49000000000002,2.46
527,sisimiut,97,GL,1592280417,70,66.94,-53.67,40.29800000000002,1.8
528,chandler,5,US,1592280178,8,33.31,-111.84,98.60000000000001,3.1
529,raudeberg,41,NO,1592280216,84,61.99,5.14,62.99600000000005,2.67
530,kafr sawm,3,JO,1592280418,83,32.68,35.8,64.184,2.07
531,puerto escondido,60,MX,1592280418,76,15.85,-97.07,82.02200000000005,1.84
532,tokmak,88,UA,1592280418,83,47.25,35.71,69.18800000000005,5.2
533,urumqi,20,CN,1592280418,13,43.8,87.6,93.2,2.0
534,broome,1,US,1592279848,54,42.25,-75.83,59.0,2.6
535,shenjiamen,100,CN,1592280419,94,29.96,122.3,76.4600000000001,4.61
536,andijon,0,UZ,1592280419,34,40.78,72.34,80.6,1.0
537,shaoyang,42,CN,1592280419,64,27.23,111.45,87.89000000000001,3.22
538,port lavaca,1,US,1592280419,78,28.61,-96.63,82.99400000000009,3.1
539,peachland,100,CA,1592279830,79,49.77,-119.74,59.0,1.34
540,praia,20,CV,1592279892,88,14.92,-23.51,78.80000000000001,1.5
541,tual,23,ID,1592280374,78,-5.67,132.75,81.51800000000009,9.95
542,bosobolo,91,CD,1592280420,96,4.18,19.9,69.96200000000006,0.65
543,flinders,3,AU,1592279844,47,-34.58,150.86,71.00600000000003,7.15
544,segezha,100,RU,1592280340,74,63.74,34.32,58.820000000000064,1.73
545,tocopilla,33,CL,1592280093,66,-22.09,-70.2,61.34000000000002,2.69
546,coihaique,100,CL,1592279855,83,-45.58,-72.07,33.8,2.1
547,byron bay,27,AU,1592280030,73,-28.65,153.62,69.80000000000001,4.6
548,ramnagar,0,IN,1592280420,36,29.4,79.12,96.65600000000003,2.05
549,tilichiki,30,RU,1592280269,58,60.47,166.1,53.22200000000004,4.07
550,kutum,63,SD,1592280416,55,14.2,24.67,70.55600000000004,0.86
551,san martin,0,AR,1592280399,60,-33.08,-68.47,42.8,1.0
552,sorong,0,ID,1592280373,70,-0.88,131.25,84.21800000000009,2.46
553,mount isa,14,AU,1592279795,38,-20.73,139.5,77.0,4.1
554,maltahohe,0,NA,1592280421,58,-24.83,16.98,38.60600000000003,4.77
555,ballina,33,AU,1592280092,73,-28.87,153.57,71.6,4.6
556,clemson,75,US,1592280149,72,34.68,-82.84,62.00600000000003,4.1
557,tamiahua,0,MX,1592280422,83,21.27,-97.45,76.29800000000003,0.51
558,ojinaga,1,MX,1592280422,20,29.57,-104.42,87.80000000000001,7.7
559,pemangkat,99,ID,1592280422,83,1.17,108.97,81.608,4.05
560,sidhi,100,IN,1592280422,59,24.42,81.88,88.97000000000006,3.39
561,flora,1,US,1592280422,72,38.67,-88.49,64.4,2.28
562,nouakchott,36,MR,1592280339,83,18.09,-15.98,77.0,5.7
563,biak,6,ID,1592279846,76,-0.91,122.88,82.43600000000006,3.95
564,huntersville,90,US,1592280423,93,35.41,-80.84,57.992,4.6
565,dunedin,17,NZ,1592280238,62,-45.87,170.5,59.0,0.45
566,boddam,90,GB,1592280423,100,57.47,-1.78,53.00600000000003,2.1
567,limbang,75,MY,1592280423,63,4.75,115.0,91.4,1.0
568,alpinopolis,3,BR,1592280423,93,-20.86,-46.39,56.87600000000009,2.04
569,gamba,44,GA,1592280424,92,-2.65,10.0,71.40200000000007,1.66
570,yinchuan,72,CN,1592280424,33,38.47,106.27,81.01400000000004,2.0
571,kashiwazaki,64,JP,1592280424,69,37.37,138.55,77.0,7.11
572,axim,97,GH,1592280113,83,4.87,-2.24,78.35,2.31
573,parfenyevo,78,RU,1592280424,76,58.48,43.41,62.72600000000009,2.27
